CONAME,STREET,CITY,STATE_NAME,ZIP,NAICS,SIC,EMPNUM,SALESVOL,DESC_,LATITUDE,LONGITUDE
Comanche Springs Elementary,Comanche Springs Dr,Fort Worth,Texas,76131,61111007,821103,65,0.00000000000,"Comanche Springs Elementary, Comanche Springs Dr, Fort Worth, Texas, 76131",32.88870000000,-97.36530000000
Lake Point Elementary School,Park Dr,Fort Worth,Texas,76179,61111007,821103,60,0.00000000000,"Lake Point Elementary School, Park Dr, Fort Worth, Texas, 76179",32.88810000000,-97.40650000000
Elkins Elementary,Wj Boaz Rd,Fort Worth,Texas,76179,61111007,821103,59,0.00000000000,"Elkins Elementary, Wj Boaz Rd, Fort Worth, Texas, 76179",32.86980000000,-97.40850000000
Parkview Elementary School,Crystal Lake Dr,Fort Worth,Texas,76179,61111007,821103,70,0.00000000000,"Parkview Elementary School, Crystal Lake Dr, Fort Worth, Texas, 76179",32.85200000000,-97.40300000000
Ed Willkie Middle School,Texas Shiner Dr,Fort Worth,Texas,76179,61111007,821103,60,0.00000000000,"Ed Willkie Middle School, Texas Shiner Dr, Fort Worth, Texas, 76179",32.84480000000,-97.41620000000
Wayside Middle School,Old Decatur Rd,Fort Worth,Texas,76179,61111007,821103,70,0.00000000000,"Wayside Middle School, Old Decatur Rd, Fort Worth, Texas, 76179",32.83180000000,-97.37940000000
Greenfield Elementary School,Ten Mile Bridge Rd,Fort Worth,Texas,76135,61111007,821103,70,0.00000000000,"Greenfield Elementary School, Ten Mile Bridge Rd, Fort Worth, Texas, 76135",32.83640000000,-97.41370000000
Elmer C Watson Learning Ctr,Hereford Dr,Fort Worth,Texas,76179,61111007,821103,18,0.00000000000,"Elmer C Watson Learning Ctr, Hereford Dr, Fort Worth, Texas, 76179",32.86400000000,-97.40750000000
V R Eaton High School,Eagle Blvd,Haslet,Texas,76052,61111007,821103,13,0.00000000000,"V R Eaton High School, Eagle Blvd, Haslet, Texas, 76052",32.93790000000,-97.38240000000
Sonny & Alegra Nance Elem,Tierra Vista Way,Fort Worth,Texas,76131,61111007,821103,64,0.00000000000,"Sonny & Alegra Nance Elem, Tierra Vista Way, Fort Worth, Texas, 76131",32.91680000000,-97.37330000000
Northwest Isd,Tierra Vista Way,Fort Worth,Texas,76131,61111007,821103,22,0.00000000000,"Northwest Isd, Tierra Vista Way, Fort Worth, Texas, 76131",32.91680000000,-97.37330000000
Jc Thompson Elementary School,E Wishbone Ln,Haslet,Texas,76052,61111007,821103,59,0.00000000000,"Jc Thompson Elementary School, E Wishbone Ln, Haslet, Texas, 76052",32.98950000000,-97.36600000000
Sendera Ranch Elementary Schl,Diamond Back Ln,Haslet,Texas,76052,61111007,821103,55,0.00000000000,"Sendera Ranch Elementary Schl, Diamond Back Ln, Haslet, Texas, 76052",32.98270000000,-97.38580000000
A V Cato Elementary School,Barbara Rd,River Oaks,Texas,76114,61111007,821103,50,0.00000000000,"A V Cato Elementary School, Barbara Rd, River Oaks, Texas, 76114",32.76900000000,-97.38750000000
Fort Worth Isd,Mckinley Ave,Fort Worth,Texas,76164,61111007,821103,22,0.00000000000,"Fort Worth Isd, Mckinley Ave, Fort Worth, Texas, 76164",32.78480000000,-97.37020000000
C3 Academy Llc,Ephriham Ave,Fort Worth,Texas,76164,61111007,821103,3,0.00000000000,"C3 Academy Llc, Ephriham Ave, Fort Worth, Texas, 76164",32.78900000000,-97.37870000000
Ft Worth Isd Board-education,N University Dr,Fort Worth,Texas,76107,61111007,821103,22,0.00000000000,"Ft Worth Isd Board-education, N University Dr, Fort Worth, Texas, 76107",32.76020000000,-97.36040000000
Jo Kelly School,N Bailey Ave,Fort Worth,Texas,76107,61111007,821103,50,0.00000000000,"Jo Kelly School, N Bailey Ave, Fort Worth, Texas, 76107",32.76040000000,-97.37130000000
J P Elder Middle School,Nw 21st St,Fort Worth,Texas,76164,61111007,821103,130,0.00000000000,"J P Elder Middle School, Nw 21st St, Fort Worth, Texas, 76164",32.78170000000,-97.35740000000
Manuel Jara Elementary School,Lincoln Ave,Fort Worth,Texas,76164,61111007,821103,70,0.00000000000,"Manuel Jara Elementary School, Lincoln Ave, Fort Worth, Texas, 76164",32.78290000000,-97.35910000000
Northside High School,Mckinley Ave,Fort Worth,Texas,76164,61111007,821103,187,0.00000000000,"Northside High School, Mckinley Ave, Fort Worth, Texas, 76164",32.78480000000,-97.37020000000
Ft Worth Independent Schl Dist,N University Dr,Fort Worth,Texas,76107,61111018,821120,600,0.00000000000,"Ft Worth Independent Schl Dist, N University Dr, Fort Worth, Texas, 76107",32.76020000000,-97.36040000000
Lake Worth Independent School,Santos Dr,Fort Worth,Texas,76106,61111007,821103,22,0.00000000000,"Lake Worth Independent School, Santos Dr, Fort Worth, Texas, 76106",32.81060000000,-97.39800000000
Christian Learning Ctr,Prairie Ave,Fort Worth,Texas,76106,61111007,821103,13,0.00000000000,"Christian Learning Ctr, Prairie Ave, Fort Worth, Texas, 76106",32.80000000000,-97.36670000000
W J Turner Elementary School,Nw 26th St,Fort Worth,Texas,76106,61111007,821103,75,0.00000000000,"W J Turner Elementary School, Nw 26th St, Fort Worth, Texas, 76106",32.80240000000,-97.38390000000
Kirkpatrick Middle School,Refugio Ave,Fort Worth,Texas,76106,61111007,821103,60,0.00000000000,"Kirkpatrick Middle School, Refugio Ave, Fort Worth, Texas, 76106",32.80350000000,-97.36030000000
Lucyle Collins Middle School,Santos Dr,Fort Worth,Texas,76106,61111007,821103,48,0.00000000000,"Lucyle Collins Middle School, Santos Dr, Fort Worth, Texas, 76106",32.81060000000,-97.39800000000
Sam Rosen Elementary School,Roosevelt Ave,Fort Worth,Texas,76164,61111007,821103,65,0.00000000000,"Sam Rosen Elementary School, Roosevelt Ave, Fort Worth, Texas, 76164",32.79270000000,-97.36900000000
Ninth Grade Ctr,W Loop 820 N,Fort Worth,Texas,76108,61111007,821103,35,0.00000000000,"Ninth Grade Ctr, W Loop 820 N, Fort Worth, Texas, 76108",32.78050000000,-97.48000000000
Anderson School Gifted Talent,Po Box 150009,Fort Worth,Texas,76108,61111007,821103,13,0.00000000000,"Anderson School Gifted Talent, Po Box 150009, Fort Worth, Texas, 76108",32.77410000000,-97.47580000000
Highpoint Academy,N Jim Wright Fwy,White Settlement,Texas,76108,61111007,821103,25,0.00000000000,"Highpoint Academy, N Jim Wright Fwy, White Settlement, Texas, 76108",32.78010000000,-97.47030000000
Middle Level Learning Ctr,Benbrook Hwy,Fort Worth,Texas,76116,61111007,821103,51,0.00000000000,"Middle Level Learning Ctr, Benbrook Hwy, Fort Worth, Texas, 76116",32.70220000000,-97.45130000000
Luella Merrett Elementary Schl,Kermit Ave,Fort Worth,Texas,76116,61111007,821103,67,0.00000000000,"Luella Merrett Elementary Schl, Kermit Ave, Fort Worth, Texas, 76116",32.71300000000,-97.44350000000
International Newcomer Academy,Camp Bowie Blvd,Fort Worth,Texas,76116,61111007,821103,80,0.00000000000,"International Newcomer Academy, Camp Bowie Blvd, Fort Worth, Texas, 76116",32.71960000000,-97.43760000000
Homebound School,Camp Bowie Blvd,Fort Worth,Texas,76116,61111007,821103,18,0.00000000000,"Homebound School, Camp Bowie Blvd, Fort Worth, Texas, 76116",32.71960000000,-97.43760000000
Redeemer Lutheran School,Williams Rd,Benbrook,Texas,76116,61111007,821103,14,0.00000000000,"Redeemer Lutheran School, Williams Rd, Benbrook, Texas, 76116",32.70680000000,-97.45150000000
Applied Learning Academy,Camp Bowie Blvd,Fort Worth,Texas,76116,61111007,821103,30,0.00000000000,"Applied Learning Academy, Camp Bowie Blvd, Fort Worth, Texas, 76116",32.71960000000,-97.43760000000
